"BOID (1075)","Published","Title (1075)","Authors (636)","URL","Bitsy Jam","Notes"
"8EAA09ED","01/02/2018","Vaporwave Vision Quest","Lvl 14 Bard","https://lvl-14-bard.itch.io/vaporwave-vision-quest-kmart-sepulcher","Midnight (Bitsy Jam)","music"
"A83BFBAF","01/02/2018","Happy Birthday - A Day in the Life","MifficalDragon","https://mifficaldragon.itch.io/happy-birthday-a-day-in-the-life","",""
"5C800573","01/02/2018","Midnight - A time's end","Zushi3DHero","https://zushi3dhero.itch.io/midnight-a-times-end","Midnight (Bitsy Jam)",""
"8857CD34","01/02/2018","A WALK AT MIDNIGHT","HinterBurnerGames","https://hinterburnergames.itch.io/a-walk-at-midnight","Midnight (Bitsy Jam)",""
"1FE3232E","01/02/2018","Buck Save the Queen","creativecomputing","https://creativecomputing.itch.io/buck-save-the-queen","",""
"F71B29DF","02/02/2018","Adventures of Garrison Hoard","creativecomputing","https://creativecomputing.itch.io/adventures-of-garrison-hoard","",""
"EC8ADE49","03/02/2018","Midnight Wanderer","blazerboy","https://blazerboy.itch.io/xplorer","Midnight (Bitsy Jam)",""
"19F30E9D","03/02/2018","Time for some Bullshit Fish Names","cephalopodunk","https://cephalopodunk.itch.io/bullshit-fish-names","",""
"D5387F3D","03/02/2018","Slug Life","Sekamelica","https://sekamelica.itch.io/slug-life","",""
"AEF47375","03/02/2018","You are not alone","boudiboudin","https://boudiboudin.itch.io/you-are-not-alone","",""
"030A5C1B","06/02/2018","Struggle","chriskettlefrisby","https://chriskettlefrisby.itch.io/struggle","",""
"7CA8EFF9","06/02/2018","Bitsy Many-Frame Animation Test","wjhollyart","https://wjhollyart.itch.io/bitsy-animation-test","","modded gamedata for extra animation frames"
"1A6F7F69","06/02/2018","Great Cave Expedition","Liam Salmon","https://liam-salmon.itch.io/great-cave-expedition-","",""
"41C30128","07/02/2018","A day at the library.","Lenny Magner","https://andimlenny.itch.io/a-day-at-the-library","","music"
"5C4B85D6","07/02/2018","dancing","Nadia Wendt","https://nadiarwendt.itch.io/dancing","",""
"267EDAAD","07/02/2018","Not a Hero","Graic","https://griac.itch.io/hero","",""
"4E1F99B4","08/02/2018","This City Needs Me","Paolo Jose Cruz","https://paolojcruz.itch.io/city","","music"
"9237AF00","08/02/2018","alone at home","kalale","https://kalale.itch.io/alone-at-home","",""
"AF0B0CA7","08/02/2018","Hi There Stranger","GIllianC","https://gillianc.itch.io/hi-there-stranger-","",""
"88599170","09/02/2018","My personal manifesto for making games","Becklespinax","https://becklespinax.itch.io/my-personal-manifesto","",""
"AFA24079","09/02/2018","jumbled manifesto","Breogán Hackett","https://boaheck.itch.io/jumbled-manifesto","",""
"65CA8098","09/02/2018","Are you dreaming about a crow?","dfgw","https://dfgw.itch.io/crow","",""
"A2B35A75","09/02/2018","3, 2, 1 - Liftoff!","Liam Salmon","https://liam-salmon.itch.io/321","",""
"83DB1FEC","09/02/2018","a little ma-ze-ifesto","onion","https://le-american.itch.io/a-little-ma-ze-festo","",""
"66EB602E","09/02/2018","A GAME OF SPOONS","jakeypeach","https://jakeypeach.itch.io/a-game-of-spoons","",""
"6B5834E6","09/02/2018","That Little Independent Coffin Shoppe","GIllianC","https://gillianc.itch.io/coffinshoppe","",""
"2BDD9784","09/02/2018","PALACE","aliabra","https://aliabra.itch.io/house","",""
"AD97FBC3","10/02/2018","i was trying to make a game, but my dog was sitting on my lap by Laiska","Laiska","https://laiska.itch.io/dogs","",""
"DA09996A","10/02/2018","StuffLogsError","Diane","https://ker0chan.itch.io/stufflogserror","",""
"9701E7B9","10/02/2018","Manifesto questo","roaderful","https://roaderful.itch.io/manifesto-questo","",""
"9FCFDDBC","11/02/2018","be you manifesto","IndieGage","https://indiegage.itch.io/be-you-manifesto","",""
"CF890145","11/02/2018","Midnight Snack","Shonté","https://johnnyxh.itch.io/midnight-snack","Midnight (Bitsy Jam)",""
"1057E4B3","11/02/2018","Lightroom (song for a stuck friend)","AfterglowGames","https://afterglowgames.itch.io/lights-in-the-room-friends-stuck","",""
"23C95B44","11/02/2018","Doctor Robot","Quantum Sheep","https://quantumsheep.itch.io/doctor-robot","",""
"865D97A2","12/02/2018","So It Goes","tom brinton","https://beepyeah.itch.io/so-it-goes","",""
"6B292F0A","13/02/2018","A Manifesto for Me","Luke Davies","https://lefishy.itch.io/manifesto","",""
"4C66148D","14/02/2018","Dino ages","roaderful","https://roaderful.itch.io/dino-ages","",""
"477A3731","16/02/2018","tentation town","Tymus","https://tymus.itch.io/tentation-town","",""
"5D8AA0E5","17/02/2018","onion detective 2","onion","https://le-american.itch.io/onion-detective-2","",""
"7114F9E3","17/02/2018","One Year","thanerose","https://thanerose.itch.io/one-year","",""
"956CA15F","18/02/2018","A quest for pie.","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"C55AD71A","18/02/2018","age of war space age","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"F98A72C2","18/02/2018","cats house","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"54BEA105","18/02/2018","Find the bone","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"641F7611","18/02/2018","Granny","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"B9E7FE72","18/02/2018","[INSERT TITLE HERE]","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"AF866196","18/02/2018","its a game.","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"F27F11AF","18/02/2018","maze","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"E886B0B2","18/02/2018","Jessica's Maze......","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"928CACD0","18/02/2018","looop","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"499FFDCC","18/02/2018","THE TEAM 10 QUEST","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"1DF01CEC","18/02/2018","random","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"E89E07B2","18/02/2018","team 10 quest","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"A56CD010","18/02/2018","The road to win","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"29A7DBC1","18/02/2018","zigton","Anonymous","https://bristol.itch.io/digimakers-february-2018","Digimakers",""
"955B75C9","18/02/2018","Bitsy Spider","rabbitboots","https://rabbitboots.itch.io/bitsy-spider","",""
"666BCC60","18/02/2018","Spookytown","Liam Cooke","https://seilide.itch.io/spookytown","",""
"479DE864","18/02/2018","Ashes","azuresama","https://azuresama.itch.io/ashes","",""
"043D7DBF","18/02/2018","My Kingdom for some Quartz","gepember","https://gepember.itch.io/my-kingdom-for-some-quartz","",""
"B9E61BC6","18/02/2018","It has been 36 seconds since the accident with the Expando-Beam","David Mowatt","https://verticalblanking.itch.io/36-seconds-since-the-accident","",""
"3A3E8773","19/02/2018","Dungeon of Life","thatguynm","https://thatguynm.itch.io/dungeon-of-life","Bitsy Game Swap 1",""
"908E976E","20/02/2018","Jehovah's Witness Simulator 2018","m3g1dd0","https://m3g1dd0.itch.io/jwsim2018","",""
"058B6CC2","21/02/2018","the belfry eviction","Mark Wonnacott","https://candle.itch.io/the-belfry-eviction","Bitsy Game Swap 1",""
"19ADFD75","21/02/2018","""sparce""","Mozz","https://mozz.itch.io/sparce","Bitsy Game Swap 1",""
"F712F2F3","21/02/2018","The Kingdom of Fungi","Claire Morley","https://claire1605.itch.io/the-kingdom-of-fungi","Bitsy Game Swap 1",""
"F60A4B5F","21/02/2018","aubergine","Sean S. LeBlanc","https://seansleblanc.itch.io/aubergine","Bitsy Game Swap 1",""
"98509DF4","21/02/2018","I can't find my glasses!","ayolland","https://ayolland.itch.io/glasses","",""
"8059564A","21/02/2018","Objective: cross the room.","Sean S. LeBlanc","https://seansleblanc.itch.io/objective-cross-the-room","",""
"512739F5","22/02/2018","Little duck's big adventure: a bitsy RPG","Em","https://empha.itch.io/duck","",""
"DDA65540","23/02/2018","The Climb","Casino","https://casino.itch.io/the-climb-","",""
"AB20F4AC","23/02/2018","You're invited!","Bea Malsky","https://beamalsky.fyi/birthdayecard/","",""
"00243C3B","23/02/2018","925","raz_zhang","https://raz-zhang.itch.io/925","",""
"FBD610D7","23/02/2018","Acid","Jezer2001","https://jezer2001.itch.io/acid","",""
"D1731108","23/02/2018","Oh no. I feel off the cliff","Way2Smart","https://way2smart.itch.io/oh-no-i-feel-off-the-cliff","oh no (Bitsy Jam)",""
"31CEA94B","23/02/2018","The Gym Adventure","kactomil","https://kactomil.itch.io/the-gym-adventure","",""
"47F1BC50","24/02/2018","you are a hamster..","Casey Danger","https://ca5ey.itch.io/you-are-a-hamster","oh no (Bitsy Jam)",""
"38C307C9","24/02/2018","I have to kill myself?! Oh No!","NoRain","https://ramennoodle.itch.io/i-have-to-kill-myself-oh-","oh no (Bitsy Jam)",""
"D2488BB8","24/02/2018","Escape the Office","tommakesstuff","https://tommakesstuff.itch.io/escape-the-office","oh no (Bitsy Jam)",""
"564C63DB","24/02/2018","ruin","rook","https://rooksfeather.itch.io/ruin","",""
"64E81743","25/02/2018","All of the birds","ASquirrelsTail","https://asquirrelstail.itch.io/all-of-the-birds","",""
"3949D370","25/02/2018","Mythological Snippets: The Labyrinth","SnakeSqueaker","https://snakesqueaker.itch.io/mythological-snippets-the-labyrinth","",""
"FA044800","25/02/2018","Sunday Morning Church Bus","gmx0","https://gmx0.itch.io/sunday-morning-church-bus","oh no (Bitsy Jam)",""
"CB0CE0FF","25/02/2018","oh no I woke up on Mars","Liam Cooke","https://seilide.itch.io/oh-no-i-woke-up-on-mars","oh no (Bitsy Jam)",""
"E7BD04CE","25/02/2018","Thrall of the Dying Sun","Porpentine","https://porpentine.itch.io/dying-sun","oh no (Bitsy Jam)",""
"845CC8EA","25/02/2018","Oh no! You got lost in a forest!","Yenoxx","https://yenoxx.itch.io/oh-no-you-got-lost-in-the-forest","oh no (Bitsy Jam)",""
"99D3DF43","25/02/2018","h e l l","onion","https://le-american.itch.io/h-e-l-l","oh no (Bitsy Jam)",""
"1F6683A4","25/02/2018","Workflow","David Mowatt‏","https://verticalblanking.itch.io/workflow","oh no (Bitsy Jam)",""
"3ACF6454","25/02/2018","My Deepest Secret","NicoAndOliver","https://nicoandoliver.itch.io/my-deepest-secret","oh no (Bitsy Jam)",""
"89C6ED6A","25/02/2018","allsorts of people","ruin","https://ruin.itch.io/allsorts-of-people","",""
"0C85C64A","25/02/2018","EuroShock","thebedisburning","https://thebedisburning.itch.io/euroshock","","spanish language"
"C50EB781","25/02/2018","special zone","ruin","https://ruin.itch.io/special-zone","",""
"2B9E3977","26/02/2018","Thus a cat was born","dzudza","https://dzudza.itch.io/thusacatwasborn","oh no (Bitsy Jam)",""
"114447B4","26/02/2018","Oh no! Gojira!","jeeyoh","https://jeeyoh.itch.io/oh-no-bitsy","oh no (Bitsy Jam)",""
"8701B46C","26/02/2018","Oh no! You have lost your pants!","Yenoxx","https://yenoxx.itch.io/oh-no-you-have-lost-your-pants","oh no (Bitsy Jam)",""
"8D9D3275","26/02/2018","Oh no! You are on the sun in orbit!","Yenoxx","https://yenoxx.itch.io/oh-no-you-are-on-the-sun-orbit","oh no (Bitsy Jam)",""
"D8C7D0D2","26/02/2018","A Portrait of a Soul","lex lex","https://lex-lex.itch.io/a-portrait-of-a-soul","oh no (Bitsy Jam)",""
"74E0F6EF","26/02/2018","Why are all these ghosts coming after you?","Em","https://empha.itch.io/puck","oh no (Bitsy Jam)",""
"3C2225E3","27/02/2018","MY HOUSE","Jodediah Holems","https://jodediah.itch.io/home-sweet-home","",""
"B97325B2","27/02/2018","dog collector","hardclumping","https://hardclumping.itch.io/dog-collector","",""
"0727FFAB","27/02/2018","Tea for Two","Sean S. LeBlanc","https://seansleblanc.itch.io/tea-for-two","oh no (Bitsy Jam)",""
"134B09C4","27/02/2018","Who Did This?","CounterWiddershins","https://counterwiddershins.itch.io/who-did-this","oh no (Bitsy Jam)",""
"386D5971","27/02/2018","Yes Is A Dead Word","moraresu","https://moraresu.itch.io/yes-is-a-dead-word","",""
"1C56074F","27/02/2018","Oh no! Faded colors","ImDaBanana","https://imdabanana.itch.io/oh-no-faded-colors","oh no (Bitsy Jam)",""
"98956311","27/02/2018","Basement","Moon","https://moonkv.itch.io/basement","oh no (Bitsy Jam)",""
"FF3857AE","27/02/2018","Final","Mozz","https://mozz.itch.io/finalohno","oh no (Bitsy Jam)",""
"280FC09F","27/02/2018","Oh no! The Endless Ladder!","Yenoxx","https://yenoxx.itch.io/oh-no-the-endless-ladder","oh no (Bitsy Jam)",""
"F65D6B35","27/02/2018","Snakey","Moon","https://moonkv.itch.io/snakey","oh no (Bitsy Jam)",""
"6C491749","27/02/2018","an island","Silversober - Lisa","https://silversober.itch.io/an-island","oh no (Bitsy Jam)",""
"87D59944","27/02/2018","Stones","alligator","https://alligator.itch.io/stones","",""
"CFE62F11","27/02/2018","SweetPea Village","magicalbitch","https://magicalbitch.itch.io/sweetpea-village","oh no (Bitsy Jam)",""
"5269EE01","28/02/2018","Oh No! You have a horrible job!","darkpony","https://darkpony.itch.io/on-the-job","oh no (Bitsy Jam)",""
"C774CE02","28/02/2018","Mom's Soup","NicoAndOliver","https://nicoandoliver.itch.io/moms-soup","",""
"E03FDC80","28/02/2018","LOST","James Mackey","https://james-mackey.itch.io/lost","",""
"750BB424","28/02/2018","The Eviction Game","raulhaagensen","https://raulhaagensen.itch.io/evictiongame","oh no (Bitsy Jam)",""
"38BEDAB0","28/02/2018","Detective Gumball: Murder Mystery","wjhollyart","https://wjhollyart.itch.io/detective-gumball-a-bitsy-whodunnit","oh no (Bitsy Jam)",""
"69055702","28/02/2018","Oh no, I have to finish my essay!","Zushi3DHero","https://zushi3dhero.itch.io/oh-no","oh no (Bitsy Jam)",""
"46062786","28/02/2018","A Hat Washed Up On Easter Island","Breogán Hackett","https://boaheck.itch.io/ahwuoei","oh no (Bitsy Jam)",""
"629744DA","28/02/2018","Why Did You Do It, Elvis?","AshGary","https://ashgary.itch.io/why-did-you-do-it-elvis","oh no (Bitsy Jam)",""
"22614453","28/02/2018","Mountain Language","Lorenzo Pilia","https://lorenzo.itch.io/mountain-language","",""
"C029D2A3","28/02/2018","Killer Tire (Kill Them All)","Kurtness","https://kurtness.itch.io/killer-tire-kill-them-all","oh no (Bitsy Jam)",""
"F3AF62E7","28/02/2018","The Ohno","Shonté","https://johnnyxh.itch.io/the-ohno","oh no (Bitsy Jam)",""
"8BD0E2E7","28/02/2018","Oh No... i need to create something!!!","Jean Carlos Leo Garcia","https://jeanclg.itch.io/ohno","oh no (Bitsy Jam)",""
"42C251EA","01/03/2018","Escape the rat hole","Peter Februar","https://peter-februar.itch.io/escape-the-rat-hole","oh no (Bitsy Jam)",""
"5C0DDE80","01/03/2018","oh no, you have to make a game","squali","https://squali.itch.io/oh-no","oh no (Bitsy Jam)",""
"CD35F300","01/03/2018","cell","prep","https://prep.itch.io/cell","oh no (Bitsy Jam)","music"
"898E3544","01/03/2018","That One Friend","Shalune","https://shalune.itch.io/that-one-friend","oh no (Bitsy Jam)",""
"07836D6F","01/03/2018","Aleph","Hangedman","https://hangedman.itch.io/aleph","",""
"C2EF387A","01/03/2018","skeletal dos dreams - DISK 1","triage*","https://triage.itch.io/skeletal-dos-dreams","","music"
"9DA3B70D","01/03/2018","opus","Ian Martin","https://ianmart1n.itch.io/opus","",""
"DD19E9D9","01/03/2018","Tank wants home","DasBilligeAlien","https://dasbilligealien.itch.io/tank-wants-home","",""
"659D388B","01/03/2018","dog collector dlc1","hardclumping","https://hardclumping.itch.io/dog-collector-dlc1","",""
"84FFDAD2","01/03/2018","Hell Girl","Rae","https://willowsblood.itch.io/hell-girl","",""
"89551E9A","01/03/2018","Deep Forest: a very very fantasic unbirthday","Marina Díez","https://ninfa.itch.io/deep-forest-a-very-very-fantastic-unbirthday","",""
"7FBBC26E","02/03/2018","Sfer Milendall","Peter Februar","https://peter-februar.itch.io/sfer-milendall","","english of Sfer Milendall VF"
"0944C6FC","03/03/2018","Stanket en toull razh","Peter Februar","https://peter-februar.itch.io/stanket-en-toull-razh","oh no (Bitsy Jam)",""
"44CA1DBD","03/03/2018","KNOCKOUT","NicoAndOliver","https://nicoandoliver.itch.io/knockout","",""
"C6E7831C","03/03/2018","movement..","onion","https://le-american.itch.io/movement","",""
"2E60F4C3","03/03/2018","cactus hell","onion","https://le-american.itch.io/cactus-hell","",""
"C6617FA2","03/03/2018","The Bone Maze","ayolland","https://ayolland.itch.io/bone-maze","",""
"94FD6705","03/03/2018","The Visitator of OHNO","cephalopodunk","https://cephalopodunk.itch.io/the-visitator-of-ohno","oh no (Bitsy Jam)",""
"3ACE52A2","03/03/2018","The Dungeon...","Redfeather123","https://redfeather123.itch.io/the-dungeon","",""
"79FF4E48","04/03/2018","When the leaves started to fall down","Marina Díez","https://ninfa.itch.io/when-the-leafs-started-to-fall-down","",""
"B118D82C","04/03/2018","Suicide by Jagjaguwar","0014x","https://0014x.itch.io/suicide-by-jagjag","",""
"6C82AA03","04/03/2018","Medbot 3000 earns a vacation","deepbluezengames","https://deepbluezengames.itch.io/medbot-3000","",""
"17C6DE40","05/03/2018","oh no","Coleo_Kin","https://coleo_kin.itch.io/oh-no","oh no (Bitsy Jam)",""
"8831A581","05/03/2018","Salvage Crew","scarletCatalie","https://scarletcatalie.itch.io/salvage-crew","",""
"3AA64C4F","05/03/2018","Level UP!","chriskettlefrisby","https://chriskettlefrisby.itch.io/level-up","",""
"BACAC706","05/03/2018","I'll never forget...","NicoAndOliver","https://nicoandoliver.itch.io/ill-never-forget","",""
"0A9AB92F","06/03/2018","Little Favors","birdrobot","https://birdrobot.itch.io/little-favors","",""
"E1CD8743","06/03/2018","Travel Sickness","Sarah Gould","https://sarahgould.itch.io/travel-sickness","",""
"E673705A","06/03/2018","Listen","gallwey_l","https://gallwey-l.itch.io/listen","",""
"D53B7C03","07/03/2018","The sea and I","Marina Díez","https://ninfa.itch.io/the-sea-and-i","",""
"D119B8F8","07/03/2018","Gone","TheDerf010","https://thederf010.itch.io/gone","",""
"CBEAAFDE","07/03/2018","Self-Destruct.","Niall_S","https://niall-s.itch.io/self-destruct","",""
"DABC1B16","08/03/2018","onion farm","onion","https://le-american.itch.io/onion-farm","",""
"083512BA","08/03/2018","Cash Money Dollar","Happykelly","https://happykelly.itch.io/cash-money-dollar","",""
"94E0C2CA","08/03/2018","Where's Stacy?!","alexw248","https://alexw248.itch.io/wheres-stacy","",""
"05525075","08/03/2018","Survive The Break","ConnorCnroy","https://connorcnroy.itch.io/survive-the-break","",""
"8AD7E78C","08/03/2018","Lost","opri369","https://opri369.itch.io/lost","",""
"D9C6DADB","08/03/2018","Last Day","spacepixelx","https://spacepixelx.itch.io/last-day","",""
"F4D7A1D5","08/03/2018","H o m e","AquaMeg","https://aquameg.itch.io/h-o-m-e","",""
"2F710141","09/03/2018","1 + 1","0014x","https://0014x.itch.io/1plus1","","music"
"5BF15234","09/03/2018","I will not forfeit!","chriskettlefrisby","https://chriskettlefrisby.itch.io/i-will-not-forfeit","",""
"2CCBA409","10/03/2018","Yellow Frog","Veksell","https://veksell.itch.io/yellow-frog","",""
"5614B0EC","12/03/2018","crazy maze","pine-cone","https://pine-cone.itch.io/crazy-maze","",""
"12201174","12/03/2018","Mushroom Discotheque","Glutnix","https://glutnix.itch.io/mushroom-discotheque","","music"
"ED47E5ED","12/03/2018","Strawberry Cake","Lenny Magner","https://andimlenny.itch.io/strawberry-cake","",""
"87B9E13A","12/03/2018","The incredible journey to Thomas' GDC talk","Olima","https://olima.itch.io/gdc-talk-teaser","",""
"89519F79","13/03/2018","Pacman's Big Day Off","EtoDemerzel","https://etodemerzel.itch.io/pacs-day-off","",""
"BA06233A","13/03/2018","Palm Tree Blues","Casino","https://casino.itch.io/palm-tree-blues","",""
"36B47309","15/03/2018","Unburying E.T","VtheWanderer","https://vthewanderer.itch.io/unburying-et","",""
"357987EC","15/03/2018","Retail Dominatrix","CleansingKaschmir","https://cleansingkaschmir.itch.io/retail-dominatrix","",""
"0FBA2397","15/03/2018","Self-care autumn","Marina Díez","https://ninfa.itch.io/selfcare-autumn","",""
"B22EA76C","16/03/2018","Basketball/No basketball","VtheWanderer","https://vthewanderer.itch.io/basketballnobasketball","",""
"89527488","17/03/2018","Detective Fatima and the Bruce High Quality Foundation","0014x","https://0014x.itch.io/bhqf","","music"
"2E83AE51","17/03/2018","Memories","deepbluezengames","https://deepbluezengames.itch.io/memories","",""
"80834966","18/03/2018","What Happens Now","Adeline","https://dearadeline.itch.io/what-happens-now","",""
"8804EF59","18/03/2018","Last Memories","Jeremiah Watts","https://jdubs64.itch.io/last-memories","",""
"4D5D5D29","18/03/2018","Princess Peppercorn's Pug Plan","Adam Saltsman, bexsaltsman","https://adamatomic.itch.io/peppercorn","",""
"1B10D2FE","18/03/2018","Ghost of the bus stop","Adam Le Doux","https://ledoux.itch.io/ghost-of-the-bus-stop","",""
"625F0EC4","19/03/2018","trash fascist posters","Enric Llagostera","https://enricllagostera.itch.io/trash-fascist-posters","",""
"C2493877","20/03/2018","Pink Mansion","Emma Daues","https://emmadaues.itch.io/pink-mansion","",""
"31C0D44B","20/03/2018","p. i. berry: a fruitcity detective","onion","https://le-american.itch.io/p-i-berry","",""
"74E1078A","21/03/2018","Arguing with a fascist is just ARGH!","Pedro Paiva","https://pedro-paiva.itch.io/arguing-with-a-fascist-is-just-argh","",""
"0D045F5F","21/03/2018","bitsnake","Sean S. LeBlanc","https://seansleblanc.itch.io/bitsnake","","heavily modded"
"CCFE5084","23/03/2018","The Grave Robber's Spooky Night","JStP","https://jstp.itch.io/the-grave-robbers-spooky-night","Archaeology (Bitsy Jam)",""
"F2C72DB7","23/03/2018","Ruins of Society","Saida Woolf","https://saidawoolf.itch.io/ruins-of-society","Archaeology (Bitsy Jam)",""
"44678E74","24/03/2018","Welcome to Subterra","Flatfish","https://flatfish.itch.io/welcome-to-subterra","Archaeology (Bitsy Jam)",""
"6E725BCA","24/03/2018","An Evening Walk","Jambudd","https://jambudd.itch.io/an-evening-walk","",""
"50830651","25/03/2018","The Search for the Citrine Pendant","8BitLlama","https://8bitllama.itch.io/the-search-for-the-citrine-pendant","Archaeology (Bitsy Jam)",""
"957A5155","25/03/2018","Saturday Morning","dreif","https://dreif.itch.io/saturday-morning","",""
"29E7379A","25/03/2018","Aquarium","Marina Díez","https://ninfa.itch.io/aquarium","",""
"FC577A72","25/03/2018","Gamedev Pidgeon","Redye","https://redye.itch.io/gamedev-pidgeon","",""
"91E5734D","25/03/2018","Rose Fragment","Antoine Clavreul","https://tigersmarch.itch.io/rose-fragment","",""
"16C95AC2","25/03/2018","Cans mon coeur","Rïn","https://havreole.itch.io/dans-mon-coeur","","french language"
"BF20DF60","26/03/2018","Exhume","Batgut","https://batgut.itch.io/exhume","Archaeology (Bitsy Jam)",""
"9C1149D9","26/03/2018","a sound, which nobody hears, is nothing","rice-bunny","https://rice-bunny.itch.io/a-sound-which-nobody-hears-is-nothing","",""
"8DA05131","27/03/2018","A DIFFERENT WORLD","onion","https://le-american.itch.io/a-different-world","Archaeology (Bitsy Jam)",""
"E80443DC","27/03/2018","Muzeum","VtheWanderer","https://vthewanderer.itch.io/muzeum","",""
"E971B9FD","27/03/2018","Amethyst Horologist, Radical Archaeologist","cephalopodunk","https://cephalopodunk.itch.io/radical-archaeologist","Archaeology (Bitsy Jam)",""
"8EFA6570","28/03/2018","The Quest","NicoAndOliver","https://nicoandoliver.itch.io/the-quest","Archaeology (Bitsy Jam)",""
"657029D2","28/03/2018","Archeo Boy! FR","Peter Februar","https://peter-februar.itch.io/archeo-boy-fr","Archaeology (Bitsy Jam)","french language"
"AE36F51F","28/03/2018","The fossil exhibition","HeskHwis","https://heskhwis.itch.io/the-fossil-exhibition","Archaeology (Bitsy Jam)",""
"99EA5769","28/03/2018","Welcome Archaeology Enthusiast","wjhollyart","https://wjhollyart.itch.io/welcome-archaeology-enthusiast","Archaeology (Bitsy Jam)",""
"622D9F6F","28/03/2018","Those who do not believe in magic will not find it","Su Kızılağaç","https://sukizilagac.itch.io/those-who-dont-believe-in-magic-will-never-find-it","Archaeology (Bitsy Jam)",""
"46EDDCC6","28/03/2018","Archeology 101","Sean S. LeBlanc","https://seansleblanc.itch.io/archeology-101","Archaeology (Bitsy Jam)",""
"9B3C4F4C","29/03/2018","Time to Dig","AnitaGZ","https://anitagz.itch.io/time-to-dig","Archaeology (Bitsy Jam)",""
"5E5308F9","29/03/2018","The Tiny Ghost","Yirggzmb","https://yirggzmb.itch.io/the-tiny-ghost","Archaeology (Bitsy Jam)",""
"7BB8B398","29/03/2018","I can't believe Paiva is making another of these car videogames","Pedro Paiva","https://pedro-paiva.itch.io/i-cant-believe-paiva-made-another-of-these-car-videogames","",""
"E9BD845A","30/03/2018","Barclodiad y Gawres","David Mowatt","https://verticalblanking.itch.io/barclodiad-y-gawres","Archaeology (Bitsy Jam)",""
"34E2323E","30/03/2018","On Tuesday, Trevor Found His Shovel","ayolland","https://ayolland.itch.io/trevor","Archaeology (Bitsy Jam)",""
"3A076A1A","30/03/2018","Culsans","Zeego","https://zeego.itch.io/culsans","Archaeology (Bitsy Jam)",""
"5269BFDD","30/03/2018","Bitsy Rotation Demo","pine-cone","https://pine-cone.itch.io/bitsy-perspective-demo","",""
"CBDBA5C1","30/03/2018","Intrepid","Jambudd","https://jambudd.itch.io/intrepid","Archaeology (Bitsy Jam)",""
"BDD57B7D","31/03/2018","The Iceberg","tom brinton","https://beepyeah.itch.io/the-iceberg","Archaeology (Bitsy Jam)",""
"B009821F","31/03/2018","ivy day","yxvi","https://yxvi.itch.io/ivy-day","",""
"B1AB8F07","31/03/2018","The March: Steady As She Goes","zemmi","https://zemmi.itch.io/the-march-steady-as-she-goes","",""
"8FA150A7","31/03/2018","A Resplendence Of Broken Things","glim","https://glim.itch.io/a-resplendence-of-broken-things","Archaeology (Bitsy Jam)",""
"5F0E8043","31/03/2018","The Spaghetti Western Excavation","Jordan Oloman","https://jordan-oloman.itch.io/the-spaghetti-western-excavation","Archaeology (Bitsy Jam)",""
"F6BCEF09","31/03/2018","Go away!","MEZZANINE","https://mezza.itch.io/go-away","",""
"75B61D2B","01/04/2018","Teenage bedroom","Lenny Magner","https://andimlenny.itch.io/teenage-bedroom","Archaeology (Bitsy Jam)",""
"7F607CFA","01/04/2018","onionland II","onion","https://le-american.itch.io/onionland-ii","",""
"25159672","01/04/2018","Dino boy","anegri","https://anegri.itch.io/dino-boy","Archaeology (Bitsy Jam)",""
"4D124253","01/04/2018","What Was Found In The Underground","Cybergnose Café, Spica","https://cybergnose-cafe.itch.io/wwfitu","Archaeology (Bitsy Jam)",""
"B39B2E07","01/04/2018","Small Adventure","sulko","https://sulko.itch.io/small-adventure","",""
"8AA01260","01/04/2018","Stargate SG1 - A Short Fanfiction Game","dpoulsen","https://dpoulsen.itch.io/stargate-sg1-a-short-fanfiction-game","Archaeology (Bitsy Jam)",""
"89A84941","01/04/2018","Dark & Cold","Kacper Woźniak","https://thkaspar.itch.io/dark-n-cold-bitsy","Archaeology (Bitsy Jam)",""
"7B384B8D","01/04/2018","The Valley of the Cursed God","Soundole","https://soundole.itch.io/the-valley-of-the-cursed-god","Archaeology (Bitsy Jam)",""
"3388D883","01/04/2018","Ninau Pane","Marina Díez","https://ninfa.itch.io/ninau-pane","Archaeology (Bitsy Jam)",""
"9458703B","01/04/2018","El título es irrelevante","DCP","https://dcp.itch.io/el-ttulo-es-irrelevante","","spanish language"
